Sequence Name	Annotation GO ID	Annotation GO Term	Annotation GO Category
CSH1-11g49291	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49302	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-11g49306	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49306	GO:0005524	ATP binding	Molecular Function
CSH1-11g49306	GO:0016020	membrane	Cellular Component
CSH1-11g49306	GO:0048544	recognition of pollen	Biological Process
CSH1-11g49307	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49307	GO:0005524	ATP binding	Molecular Function
CSH1-11g49307	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49307	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49308	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49308	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49310	GO:0005615	extracellular space	Cellular Component
CSH1-11g49316	GO:0005615	extracellular space	Cellular Component
CSH1-11g49316	GO:0030020	extracellular matrix structural constituent conferring tensile strength	Molecular Function
CSH1-11g49316	GO:0030198	extracellular matrix organization	Biological Process
CSH1-11g49316	GO:0062023	obsolete collagen-containing extracellular matrix	Cellular Component
CSH1-11g49321	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49321	GO:0005524	ATP binding	Molecular Function
CSH1-11g49321	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49321	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49322	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49322	GO:0005524	ATP binding	Molecular Function
CSH1-11g49322	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49322	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49328	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49328	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49344	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49344	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49351	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	Molecular Function
CSH1-11g49351	GO:0005634	nucleus	Cellular Component
CSH1-11g49351	GO:0006284	base-excision repair	Biological Process
CSH1-11g49351	GO:0008081	phosphoric diester hydrolase activity	Molecular Function
CSH1-11g49351	GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity	Molecular Function
CSH1-11g49352	GO:0005634	nucleus	Cellular Component
CSH1-11g49352	GO:0005737	cytoplasm	Cellular Component
CSH1-11g49352	GO:0019773	proteasome core complex, alpha-subunit complex	Cellular Component
CSH1-11g49352	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	Biological Process
CSH1-11g49355	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49355	GO:0005524	ATP binding	Molecular Function
CSH1-11g49355	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49355	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49356	GO:0005515	protein binding	Molecular Function
CSH1-11g49356	GO:0005730	nucleolus	Cellular Component
CSH1-11g49356	GO:0030687	preribosome, large subunit precursor	Cellular Component
CSH1-11g49356	GO:0042273	ribosomal large subunit biogenesis	Biological Process
CSH1-11g49358	GO:0003677	DNA binding	Molecular Function
CSH1-11g49358	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	Molecular Function
CSH1-11g49358	GO:0004519	endonuclease activity	Molecular Function
CSH1-11g49358	GO:0005634	nucleus	Cellular Component
CSH1-11g49358	GO:0006284	base-excision repair	Biological Process
CSH1-11g49358	GO:0008081	phosphoric diester hydrolase activity	Molecular Function
CSH1-11g49358	GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity	Molecular Function
CSH1-11g49361	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49361	GO:0005524	ATP binding	Molecular Function
CSH1-11g49361	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49361	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49367	GO:0003723	RNA binding	Molecular Function
CSH1-11g49367	GO:0005515	protein binding	Molecular Function
CSH1-11g49367	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49367	GO:0009451	RNA modification	Biological Process
CSH1-11g49371	GO:0080043	quercetin 3-O-glucosyltransferase activity	Molecular Function
CSH1-11g49371	GO:0080044	quercetin 7-O-glucosyltransferase activity	Molecular Function
CSH1-11g49375	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49375	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49382	GO:0005739	mitochondrion	Cellular Component
CSH1-11g49382	GO:0016020	membrane	Cellular Component
CSH1-11g49383	GO:0006869	lipid transport	Biological Process
CSH1-11g49383	GO:0008289	lipid binding	Molecular Function
CSH1-11g49386	GO:0005515	protein binding	Molecular Function
CSH1-11g49389	GO:0004601	peroxidase activity	Molecular Function
CSH1-11g49389	GO:0006979	response to oxidative stress	Biological Process
CSH1-11g49389	GO:0020037	heme binding	Molecular Function
CSH1-11g49390	GO:0005515	protein binding	Molecular Function
CSH1-11g49393	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49393	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49398	GO:0004601	peroxidase activity	Molecular Function
CSH1-11g49398	GO:0005515	protein binding	Molecular Function
CSH1-11g49398	GO:0006979	response to oxidative stress	Biological Process
CSH1-11g49398	GO:0020037	heme binding	Molecular Function
CSH1-11g49406	GO:0004601	peroxidase activity	Molecular Function
CSH1-11g49406	GO:0005515	protein binding	Molecular Function
CSH1-11g49406	GO:0006979	response to oxidative stress	Biological Process
CSH1-11g49406	GO:0020037	heme binding	Molecular Function
CSH1-11g49407	GO:0003723	RNA binding	Molecular Function
CSH1-11g49407	GO:0005730	nucleolus	Cellular Component
CSH1-11g49407	GO:0006396	RNA processing	Biological Process
CSH1-11g49412	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49412	GO:0005509	calcium ion binding	Molecular Function
CSH1-11g49412	GO:0005524	ATP binding	Molecular Function
CSH1-11g49412	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49412	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49412	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49420	GO:0003729	mRNA binding	Molecular Function
CSH1-11g49420	GO:0005634	nucleus	Cellular Component
CSH1-11g49420	GO:0005737	cytoplasm	Cellular Component
CSH1-11g49420	GO:0016567	protein ubiquitination	Biological Process
CSH1-11g49420	GO:0019941	modification-dependent protein catabolic process	Biological Process
CSH1-11g49420	GO:0031386	protein tag activity	Molecular Function
CSH1-11g49420	GO:0031625	ubiquitin protein ligase binding	Molecular Function
CSH1-11g49421	GO:0003743	translation initiation factor activity	Molecular Function
CSH1-11g49421	GO:0003924	GTPase activity	Molecular Function
CSH1-11g49421	GO:0005525	GTP binding	Molecular Function
CSH1-11g49421	GO:0005739	mitochondrion	Cellular Component
CSH1-11g49421	GO:0006413	translational initiation	Biological Process
CSH1-11g49422	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49422	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49424	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49424	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49430	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49430	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49431	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49431	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49441	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49441	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49457	GO:0005654	nucleoplasm	Cellular Component
CSH1-11g49457	GO:0005730	nucleolus	Cellular Component
CSH1-11g49457	GO:0030690	Noc1p-Noc2p complex	Cellular Component
CSH1-11g49457	GO:0030691	Noc2p-Noc3p complex	Cellular Component
CSH1-11g49457	GO:0042273	ribosomal large subunit biogenesis	Biological Process
CSH1-11g49463	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49463	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49465	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49465	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49466	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g49466	GO:0005515	protein binding	Molecular Function
CSH1-11g49466	GO:0005524	ATP binding	Molecular Function
CSH1-11g49466	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49466	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49476	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49476	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49477	GO:0004601	peroxidase activity	Molecular Function
CSH1-11g49477	GO:0005515	protein binding	Molecular Function
CSH1-11g49477	GO:0006979	response to oxidative stress	Biological Process
CSH1-11g49477	GO:0020037	heme binding	Molecular Function
CSH1-11g49478	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g49478	GO:0005524	ATP binding	Molecular Function
CSH1-11g49478	GO:0005737	cytoplasm	Cellular Component
CSH1-11g49478	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49478	GO:0009058	biosynthetic process	Biological Process
CSH1-11g49479	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49479	GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	Molecular Function
CSH1-11g49479	GO:0005524	ATP binding	Molecular Function
CSH1-11g49479	GO:0005737	cytoplasm	Cellular Component
CSH1-11g49479	GO:0006646	phosphatidylethanolamine biosynthetic process	Biological Process
CSH1-11g49479	GO:0016020	membrane	Cellular Component
CSH1-11g49484	GO:0004676	3-phosphoinositide-dependent protein kinase activity	Molecular Function
CSH1-11g49484	GO:0004677	DNA-dependent protein kinase activity	Molecular Function
CSH1-11g49484	GO:0004679	AMP-activated protein kinase activity	Molecular Function
CSH1-11g49484	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	Molecular Function
CSH1-11g49484	GO:0004711	ribosomal protein S6 kinase activity	Molecular Function
CSH1-11g49484	GO:0005515	protein binding	Molecular Function
CSH1-11g49484	GO:0005524	ATP binding	Molecular Function
CSH1-11g49484	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49484	GO:0006338	chromatin remodeling	Biological Process
CSH1-11g49484	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49484	GO:0035175	histone H3S10 kinase activity	Molecular Function
CSH1-11g49484	GO:0035402	histone H3T11 kinase activity	Molecular Function
CSH1-11g49484	GO:0035403	histone H3T6 kinase activity	Molecular Function
CSH1-11g49484	GO:0035979	histone H2AXS139 kinase activity	Molecular Function
CSH1-11g49484	GO:0044022	histone H3S28 kinase activity	Molecular Function
CSH1-11g49484	GO:0044023	histone H4S1 kinase activity	Molecular Function
CSH1-11g49484	GO:0044024	histone H2AS1 kinase activity	Molecular Function
CSH1-11g49484	GO:0044025	histone H2BS14 kinase activity	Molecular Function
CSH1-11g49484	GO:0045088	regulation of innate immune response	Biological Process
CSH1-11g49484	GO:0072354	histone H3T3 kinase activity	Molecular Function
CSH1-11g49484	GO:0072371	histone H2AS121 kinase activity	Molecular Function
CSH1-11g49484	GO:0072518	Rho-dependent protein serine/threonine kinase activity	Molecular Function
CSH1-11g49484	GO:0140823	histone H2BS36 kinase activity	Molecular Function
CSH1-11g49484	GO:0140855	histone H3S57 kinase activity	Molecular Function
CSH1-11g49484	GO:0140857	histone H3T45 kinase activity	Molecular Function
CSH1-11g49484	GO:1990244	histone H2AT120 kinase activity	Molecular Function
CSH1-11g49491	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49494	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49494	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49495	GO:0005515	protein binding	Molecular Function
CSH1-11g49495	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49497	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g49497	GO:0005524	ATP binding	Molecular Function
CSH1-11g49497	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49497	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49501	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49503	GO:0007034	vacuolar transport	Biological Process
CSH1-11g49507	GO:0043086	negative regulation of catalytic activity	Biological Process
CSH1-11g49507	GO:0046910	pectinesterase inhibitor activity	Molecular Function
CSH1-11g49511	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49511	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49512	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49512	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49523	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49527	GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity	Molecular Function
CSH1-11g49527	GO:0005739	mitochondrion	Cellular Component
CSH1-11g49527	GO:0006210	thymine catabolic process	Biological Process
CSH1-11g49527	GO:0006574	L-valine catabolic process	Biological Process
CSH1-11g49529	GO:0005515	protein binding	Molecular Function
CSH1-11g49537	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49537	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49542	GO:0000373	Group II intron splicing	Biological Process
CSH1-11g49542	GO:0003729	mRNA binding	Molecular Function
CSH1-11g49542	GO:0005739	mitochondrion	Cellular Component
CSH1-11g49542	GO:0006397	mRNA processing	Biological Process
CSH1-11g49542	GO:0009507	chloroplast	Cellular Component
CSH1-11g49542	GO:1990904	ribonucleoprotein complex	Cellular Component
CSH1-11g49546	GO:0003677	DNA binding	Molecular Function
CSH1-11g49546	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-11g49550	GO:0003677	DNA binding	Molecular Function
CSH1-11g49550	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-11g49567	GO:0000030	mannosyltransferase activity	Molecular Function
CSH1-11g49567	GO:0005783	endoplasmic reticulum	Cellular Component
CSH1-11g49567	GO:0006486	protein glycosylation	Biological Process
CSH1-11g49568	GO:0003723	RNA binding	Molecular Function
CSH1-11g49573	GO:0000139	Golgi membrane	Cellular Component
CSH1-11g49573	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	Molecular Function
CSH1-11g49573	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	Biological Process
CSH1-11g49575	GO:0016035	zeta DNA polymerase complex	Cellular Component
CSH1-11g49578	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49578	GO:0005524	ATP binding	Molecular Function
CSH1-11g49578	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49578	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49578	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49579	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49579	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49580	GO:0003824	catalytic activity	Molecular Function
CSH1-11g49582	GO:0016567	protein ubiquitination	Biological Process
CSH1-11g49582	GO:0016740	transferase activity	Molecular Function
CSH1-11g49585	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49585	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49600	GO:0043231	intracellular membrane-bounded organelle	Cellular Component
CSH1-11g49608	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49608	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49614	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49614	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
